x,y,labels,dist_from_origin,dist_from_TAC-1,name
-0.1217718,-0.021759702,TAC-1,0.24867504835128784,0.19270919263362885,RNA PCA
-0.13397124,0.042344455,TAC-1,0.28287917375564575,0.26343077421188354,RNA PCA
0.013004655,0.016948957,TAC-1,0.042731866240501404,0.12642203271389008,RNA PCA
-0.12315237,0.012391888,TAC-1,0.2488243281841278,0.2140318602323532,RNA PCA
0.027485356,-0.0045597316,TAC-1,0.05573582649230957,0.12170077860355377,RNA PCA
-0.102908805,0.0136397835,TAC-1,0.20836809277534485,0.1788352131843567,RNA PCA
0.036260225,-0.027069107,TAC-1,0.0905618965625763,0.12643232941627502,RNA PCA
-0.060673207,-0.040632725,TAC-1,0.14630496501922607,0.07029275596141815,RNA PCA
-0.065485515,-0.02645271,TAC-1,0.1414884477853775,0.07873561233282089,RNA PCA
0.049734104,-0.026551962,TAC-1,0.11287559568881989,0.1534515917301178,RNA PCA
0.0025573117,-0.004353867,TAC-1,0.010101505555212498,0.0808209702372551,RNA PCA
0.014253043,0.0045471443,TAC-1,0.029924437403678894,0.11008637398481369,RNA PCA
0.062336504,0.003860978,TAC-1,0.12507498264312744,0.1923307180404663,RNA PCA
0.03435786,-0.009082162,TAC-1,0.071106918156147,0.13063718378543854,RNA PCA
0.005915696,-0.0060393224,TAC-1,0.016906658187508583,0.0836571604013443,RNA PCA
0.00037201506,-0.045032337,TAC-1,0.09012875705957413,0.05994032323360443,RNA PCA
0.014938088,0.037463114,TAC-1,0.08070705085992813,0.1624249368906021,RNA PCA
-0.07582337,0.029413033,TAC-1,0.16301727294921875,0.15817891061306,RNA PCA
0.005879363,0.047088,TAC-1,0.09497863799333572,0.17159906029701233,RNA PCA
-0.03712825,0.05273808,TAC-1,0.12917272746562958,0.17151078581809998,RNA PCA
-0.09588351,-0.050747328,TAC-1,0.21782644093036652,0.14415471255779266,RNA PCA
0.052861977,-0.013044214,TAC-1,0.10900355130434036,0.1638232171535492,RNA PCA
0.002172564,-0.036625504,TAC-1,0.07341261953115463,0.0584280863404274,RNA PCA
-0.15675153,0.036191955,TAC-1,0.32457056641578674,0.2970075309276581,RNA PCA
0.011481965,0.0055163642,TAC-1,0.02547929435968399,0.10738004744052887,RNA PCA
0.031567167,-0.016187415,TAC-1,0.07098067551851273,0.12091360241174698,RNA PCA
0.021109102,0.05014264,TAC-1,0.10891728103160858,0.19060561060905457,RNA PCA
0.0143652465,0.002935665,TAC-1,0.029329242184758186,0.10812874138355255,RNA PCA
0.014965292,-0.031933058,TAC-1,0.07056017965078354,0.08336733281612396,RNA PCA
0.016520232,0.012578074,TAC-1,0.04153215512633324,0.12451624870300293,RNA PCA
0.013741078,-0.0028119215,TAC-1,0.02805236354470253,0.10001654922962189,RNA PCA
-0.016486233,-0.0006047263,TAC-1,0.03299546614289284,0.06649623066186905,RNA PCA
0.006088897,0.0059810174,TAC-1,0.01706804521381855,0.1007031798362732,RNA PCA
0.012333347,-0.008877085,TAC-1,0.03039451129734516,0.09097133576869965,RNA PCA
-0.019351894,-0.038336683,TAC-1,0.08594179898500443,0.01909809000790119,RNA PCA
-0.00381096,-0.026692275,TAC-1,0.053939394652843475,0.04708590358495712,RNA PCA
-0.010872574,0.08461952,TAC-1,0.1710459291934967,0.23633794486522675,RNA PCA
0.00293552,0.012607748,TAC-1,0.0258921030908823,0.10750339180231094,RNA PCA
-0.11530869,-0.06435768,TAC-1,0.2656574249267578,0.19011682271957397,RNA PCA
0.0010489399,0.0033926144,TAC-1,0.00710946274921298,0.0903133824467659,RNA PCA
-0.15799397,0.03730529,TAC-1,0.3275752663612366,0.300325870513916,RNA PCA
-0.05050386,-0.045701135,TAC-1,0.1364349126815796,0.05493060126900673,RNA PCA
